label,m,word,L,min_cost,hit_loop,breach,over_loop_impossible_check,cap_margin_ok,replay_ok,status
exhaustive-m12,12,112212111111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,212212111111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,122212111111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,222212111111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,111122111111,10,10,True,False,False,True,True,OK
exhaustive-m12,12,211122111111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,121122111111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,221122111111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,112122111111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,212122111111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,122122111111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,222122111111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,111222111111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,211222111111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,121222111111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,221222111111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,112222111111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,212222111111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,122222111111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,222222111111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,111111211111,11,11,True,False,False,True,True,OK
exhaustive-m12,12,211111211111,10,10,True,False,False,True,True,OK
exhaustive-m12,12,121111211111,10,10,True,False,False,True,True,OK
exhaustive-m12,12,221111211111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,112111211111,10,10,True,False,False,True,True,OK
exhaustive-m12,12,212111211111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,122111211111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,222111211111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,111211211111,10,10,True,False,False,True,True,OK
exhaustive-m12,12,211211211111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,121211211111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,221211211111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,112211211111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,212211211111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,122211211111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,222211211111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,111121211111,10,10,True,False,False,True,True,OK
exhaustive-m12,12,211121211111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,121121211111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,221121211111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,112121211111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,212121211111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,122121211111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,222121211111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,111221211111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,211221211111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,121221211111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,221221211111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,112221211111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,212221211111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,122221211111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,222221211111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,111112211111,10,10,True,False,False,True,True,OK
exhaustive-m12,12,211112211111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,121112211111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,221112211111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,112112211111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,212112211111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,122112211111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,222112211111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,111212211111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,211212211111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,121212211111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,221212211111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,112212211111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,212212211111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,122212211111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,222212211111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,111122211111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,211122211111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,121122211111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,221122211111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,112122211111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,212122211111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,122122211111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,222122211111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,111222211111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,211222211111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,121222211111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,221222211111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,112222211111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,212222211111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,122222211111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,222222211111,5,5,True,False,False,True,True,OK
exhaustive-m12,12,111111121111,11,11,True,False,False,True,True,OK
exhaustive-m12,12,211111121111,10,10,True,False,False,True,True,OK
exhaustive-m12,12,121111121111,10,10,True,False,False,True,True,OK
exhaustive-m12,12,221111121111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,112111121111,10,10,True,False,False,True,True,OK
exhaustive-m12,12,212111121111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,122111121111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,222111121111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,111211121111,10,10,True,False,False,True,True,OK
exhaustive-m12,12,211211121111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,121211121111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,221211121111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,112211121111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,212211121111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,122211121111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,222211121111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,111121121111,10,10,True,False,False,True,True,OK
exhaustive-m12,12,211121121111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,121121121111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,221121121111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,112121121111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,212121121111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,122121121111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,222121121111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,111221121111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,211221121111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,121221121111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,221221121111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,112221121111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,212221121111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,122221121111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,222221121111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,111112121111,10,10,True,False,False,True,True,OK
exhaustive-m12,12,211112121111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,121112121111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,221112121111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,112112121111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,212112121111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,122112121111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,222112121111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,111212121111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,211212121111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,121212121111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,221212121111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,112212121111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,212212121111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,122212121111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,222212121111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,111122121111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,211122121111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,121122121111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,221122121111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,112122121111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,212122121111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,122122121111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,222122121111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,111222121111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,211222121111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,121222121111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,221222121111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,112222121111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,212222121111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,122222121111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,222222121111,5,5,True,False,False,True,True,OK
exhaustive-m12,12,111111221111,10,10,True,False,False,True,True,OK
exhaustive-m12,12,211111221111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,121111221111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,221111221111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,112111221111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,212111221111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,122111221111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,222111221111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,111211221111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,211211221111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,121211221111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,221211221111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,112211221111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,212211221111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,122211221111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,222211221111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,111121221111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,211121221111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,121121221111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,221121221111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,112121221111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,212121221111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,122121221111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,222121221111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,111221221111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,211221221111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,121221221111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,221221221111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,112221221111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,212221221111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,122221221111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,222221221111,5,5,True,False,False,True,True,OK
exhaustive-m12,12,111112221111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,211112221111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,121112221111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,221112221111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,112112221111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,212112221111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,122112221111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,222112221111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,111212221111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,211212221111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,121212221111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,221212221111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,112212221111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,212212221111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,122212221111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,222212221111,5,5,True,False,False,True,True,OK
exhaustive-m12,12,111122221111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,211122221111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,121122221111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,221122221111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,112122221111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,212122221111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,122122221111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,222122221111,5,5,True,False,False,True,True,OK
exhaustive-m12,12,111222221111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,211222221111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,121222221111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,221222221111,5,5,True,False,False,True,True,OK
exhaustive-m12,12,112222221111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,212222221111,5,5,True,False,False,True,True,OK
exhaustive-m12,12,122222221111,5,5,True,False,False,True,True,OK
exhaustive-m12,12,222222221111,4,4,True,False,False,True,True,OK
exhaustive-m12,12,111111112111,11,11,True,False,False,True,True,OK
exhaustive-m12,12,211111112111,10,10,True,False,False,True,True,OK
exhaustive-m12,12,121111112111,10,10,True,False,False,True,True,OK
exhaustive-m12,12,221111112111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,112111112111,10,10,True,False,False,True,True,OK
exhaustive-m12,12,212111112111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,122111112111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,222111112111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,111211112111,10,10,True,False,False,True,True,OK
exhaustive-m12,12,211211112111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,121211112111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,221211112111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,112211112111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,212211112111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,122211112111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,222211112111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,111121112111,10,10,True,False,False,True,True,OK
exhaustive-m12,12,211121112111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,121121112111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,221121112111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,112121112111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,212121112111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,122121112111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,222121112111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,111221112111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,211221112111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,121221112111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,221221112111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,112221112111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,212221112111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,122221112111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,222221112111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,111112112111,10,10,True,False,False,True,True,OK
exhaustive-m12,12,211112112111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,121112112111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,221112112111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,112112112111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,212112112111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,122112112111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,222112112111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,111212112111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,211212112111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,121212112111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,221212112111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,112212112111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,212212112111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,122212112111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,222212112111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,111122112111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,211122112111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,121122112111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,221122112111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,112122112111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,212122112111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,122122112111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,222122112111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,111222112111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,211222112111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,121222112111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,221222112111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,112222112111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,212222112111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,122222112111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,222222112111,5,5,True,False,False,True,True,OK
exhaustive-m12,12,111111212111,10,10,True,False,False,True,True,OK
exhaustive-m12,12,211111212111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,121111212111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,221111212111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,112111212111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,212111212111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,122111212111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,222111212111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,111211212111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,211211212111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,121211212111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,221211212111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,112211212111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,212211212111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,122211212111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,222211212111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,111121212111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,211121212111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,121121212111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,221121212111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,112121212111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,212121212111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,122121212111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,222121212111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,111221212111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,211221212111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,121221212111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,221221212111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,112221212111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,212221212111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,122221212111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,222221212111,5,5,True,False,False,True,True,OK
exhaustive-m12,12,111112212111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,211112212111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,121112212111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,221112212111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,112112212111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,212112212111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,122112212111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,222112212111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,111212212111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,211212212111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,121212212111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,221212212111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,112212212111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,212212212111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,122212212111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,222212212111,5,5,True,False,False,True,True,OK
exhaustive-m12,12,111122212111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,211122212111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,121122212111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,221122212111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,112122212111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,212122212111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,122122212111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,222122212111,5,5,True,False,False,True,True,OK
exhaustive-m12,12,111222212111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,211222212111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,121222212111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,221222212111,5,5,True,False,False,True,True,OK
exhaustive-m12,12,112222212111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,212222212111,5,5,True,False,False,True,True,OK
exhaustive-m12,12,122222212111,5,5,True,False,False,True,True,OK
exhaustive-m12,12,222222212111,4,4,True,False,False,True,True,OK
exhaustive-m12,12,111111122111,10,10,True,False,False,True,True,OK
exhaustive-m12,12,211111122111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,121111122111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,221111122111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,112111122111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,212111122111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,122111122111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,222111122111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,111211122111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,211211122111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,121211122111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,221211122111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,112211122111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,212211122111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,122211122111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,222211122111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,111121122111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,211121122111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,121121122111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,221121122111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,112121122111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,212121122111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,122121122111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,222121122111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,111221122111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,211221122111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,121221122111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,221221122111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,112221122111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,212221122111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,122221122111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,222221122111,5,5,True,False,False,True,True,OK
exhaustive-m12,12,111112122111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,211112122111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,121112122111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,221112122111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,112112122111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,212112122111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,122112122111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,222112122111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,111212122111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,211212122111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,121212122111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,221212122111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,112212122111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,212212122111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,122212122111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,222212122111,5,5,True,False,False,True,True,OK
exhaustive-m12,12,111122122111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,211122122111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,121122122111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,221122122111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,112122122111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,212122122111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,122122122111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,222122122111,5,5,True,False,False,True,True,OK
exhaustive-m12,12,111222122111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,211222122111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,121222122111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,221222122111,5,5,True,False,False,True,True,OK
exhaustive-m12,12,112222122111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,212222122111,5,5,True,False,False,True,True,OK
exhaustive-m12,12,122222122111,5,5,True,False,False,True,True,OK
exhaustive-m12,12,222222122111,4,4,True,False,False,True,True,OK
exhaustive-m12,12,111111222111,9,9,True,False,False,True,True,OK
exhaustive-m12,12,211111222111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,121111222111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,221111222111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,112111222111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,212111222111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,122111222111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,222111222111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,111211222111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,211211222111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,121211222111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,221211222111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,112211222111,7,7,True,False,False,True,True,OK
exhaustive-m12,12,212211222111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,122211222111,6,6,True,False,False,True,True,OK
exhaustive-m12,12,222211222111,5,5,True,False,False,True,True,OK
exhaustive-m12,12,111121222111,8,8,True,False,False,True,True,OK
exhaustive-m12,12,211121222111,7,7,True,False,False,True,True,OK
