alphabet,m,word,D,L,is_break,min_k_g_loop,predicted_break
"{1,2,3}",7,3313121,0,0,False,-2,True
"{1,2,3}",7,3313122,0,0,False,-2,True
"{1,2,3}",7,3313123,0,0,False,-2,True
"{1,2,3}",7,3313131,0,0,False,-2,True
"{1,2,3}",7,3313132,0,0,False,-2,True
"{1,2,3}",7,3313133,0,0,False,-3,True
"{1,2,3}",7,3313211,0,0,False,-2,True
"{1,2,3}",7,3313212,0,0,False,-2,True
"{1,2,3}",7,3313213,0,0,False,-2,True
"{1,2,3}",7,3313221,0,0,False,-2,True
"{1,2,3}",7,3313222,0,0,False,-2,True
"{1,2,3}",7,3313223,0,0,False,-3,True
"{1,2,3}",7,3313231,0,0,False,-3,True
"{1,2,3}",7,3313232,0,0,False,-3,True
"{1,2,3}",7,3313233,0,0,False,-4,True
"{1,2,3}",7,3313311,0,0,False,-3,True
"{1,2,3}",7,3313312,0,0,False,-3,True
"{1,2,3}",7,3313313,0,0,False,-3,True
"{1,2,3}",7,3313321,0,0,False,-3,True
"{1,2,3}",7,3313322,0,0,False,-3,True
"{1,2,3}",7,3313323,0,0,False,-4,True
"{1,2,3}",7,3313331,0,0,False,-4,True
"{1,2,3}",7,3313332,0,0,False,-4,True
"{1,2,3}",7,3313333,0,0,False,-5,True
"{1,2,3}",7,3321111,2,2,False,-2,True
"{1,2,3}",7,3321112,1,1,False,-2,True
"{1,2,3}",7,3321113,1,1,False,-2,True
"{1,2,3}",7,3321121,1,1,False,-2,True
"{1,2,3}",7,3321122,0,0,False,-2,True
"{1,2,3}",7,3321123,0,0,False,-2,True
"{1,2,3}",7,3321131,0,0,False,-2,True
"{1,2,3}",7,3321132,0,0,False,-2,True
"{1,2,3}",7,3321133,0,0,False,-2,True
"{1,2,3}",7,3321211,1,1,False,-2,True
"{1,2,3}",7,3321212,0,0,False,-2,True
"{1,2,3}",7,3321213,0,0,False,-2,True
"{1,2,3}",7,3321221,0,0,False,-2,True
"{1,2,3}",7,3321222,0,0,False,-2,True
"{1,2,3}",7,3321223,0,0,False,-2,True
"{1,2,3}",7,3321231,0,0,False,-2,True
"{1,2,3}",7,3321232,0,0,False,-2,True
"{1,2,3}",7,3321233,0,0,False,-3,True
"{1,2,3}",7,3321311,0,0,False,-2,True
"{1,2,3}",7,3321312,0,0,False,-2,True
"{1,2,3}",7,3321313,0,0,False,-2,True
"{1,2,3}",7,3321321,0,0,False,-2,True
"{1,2,3}",7,3321322,0,0,False,-2,True
"{1,2,3}",7,3321323,0,0,False,-3,True
"{1,2,3}",7,3321331,0,0,False,-3,True
"{1,2,3}",7,3321332,0,0,False,-3,True
"{1,2,3}",7,3321333,0,0,False,-4,True
"{1,2,3}",7,3322111,1,1,False,-2,True
"{1,2,3}",7,3322112,0,0,False,-2,True
"{1,2,3}",7,3322113,0,0,False,-2,True
"{1,2,3}",7,3322121,0,0,False,-2,True
"{1,2,3}",7,3322122,0,0,False,-2,True
"{1,2,3}",7,3322123,0,0,False,-2,True
"{1,2,3}",7,3322131,0,0,False,-2,True
"{1,2,3}",7,3322132,0,0,False,-2,True
"{1,2,3}",7,3322133,0,0,False,-3,True
"{1,2,3}",7,3322211,0,0,False,-2,True
"{1,2,3}",7,3322212,0,0,False,-2,True
"{1,2,3}",7,3322213,0,0,False,-2,True
"{1,2,3}",7,3322221,0,0,False,-2,True
"{1,2,3}",7,3322222,0,0,False,-2,True
"{1,2,3}",7,3322223,0,0,False,-3,True
"{1,2,3}",7,3322231,0,0,False,-3,True
"{1,2,3}",7,3322232,0,0,False,-3,True
"{1,2,3}",7,3322233,0,0,False,-4,True
"{1,2,3}",7,3322311,0,0,False,-3,True
"{1,2,3}",7,3322312,0,0,False,-3,True
"{1,2,3}",7,3322313,0,0,False,-3,True
"{1,2,3}",7,3322321,0,0,False,-3,True
"{1,2,3}",7,3322322,0,0,False,-3,True
"{1,2,3}",7,3322323,0,0,False,-4,True
"{1,2,3}",7,3322331,0,0,False,-4,True
"{1,2,3}",7,3322332,0,0,False,-4,True
"{1,2,3}",7,3322333,0,0,False,-5,True
"{1,2,3}",7,3323111,0,0,False,-3,True
"{1,2,3}",7,3323112,0,0,False,-3,True
"{1,2,3}",7,3323113,0,0,False,-3,True
"{1,2,3}",7,3323121,0,0,False,-3,True
"{1,2,3}",7,3323122,0,0,False,-3,True
"{1,2,3}",7,3323123,0,0,False,-3,True
"{1,2,3}",7,3323131,0,0,False,-3,True
"{1,2,3}",7,3323132,0,0,False,-3,True
"{1,2,3}",7,3323133,0,0,False,-4,True
"{1,2,3}",7,3323211,0,0,False,-3,True
"{1,2,3}",7,3323212,0,0,False,-3,True
"{1,2,3}",7,3323213,0,0,False,-3,True
"{1,2,3}",7,3323221,0,0,False,-3,True
"{1,2,3}",7,3323222,0,0,False,-3,True
"{1,2,3}",7,3323223,0,0,False,-4,True
"{1,2,3}",7,3323231,0,0,False,-4,True
"{1,2,3}",7,3323232,0,0,False,-4,True
"{1,2,3}",7,3323233,0,0,False,-5,True
"{1,2,3}",7,3323311,0,0,False,-4,True
"{1,2,3}",7,3323312,0,0,False,-4,True
"{1,2,3}",7,3323313,0,0,False,-4,True
"{1,2,3}",7,3323321,0,0,False,-4,True
"{1,2,3}",7,3323322,0,0,False,-4,True
"{1,2,3}",7,3323323,0,0,False,-5,True
"{1,2,3}",7,3323331,0,0,False,-5,True
"{1,2,3}",7,3323332,0,0,False,-5,True
"{1,2,3}",7,3323333,0,0,False,-6,True
"{1,2,3}",7,3331111,1,1,False,-3,True
"{1,2,3}",7,3331112,0,0,False,-3,True
"{1,2,3}",7,3331113,0,0,False,-3,True
"{1,2,3}",7,3331121,0,0,False,-3,True
"{1,2,3}",7,3331122,0,0,False,-3,True
"{1,2,3}",7,3331123,0,0,False,-3,True
"{1,2,3}",7,3331131,0,0,False,-3,True
"{1,2,3}",7,3331132,0,0,False,-3,True
"{1,2,3}",7,3331133,0,0,False,-3,True
"{1,2,3}",7,3331211,0,0,False,-3,True
"{1,2,3}",7,3331212,0,0,False,-3,True
"{1,2,3}",7,3331213,0,0,False,-3,True
"{1,2,3}",7,3331221,0,0,False,-3,True
"{1,2,3}",7,3331222,0,0,False,-3,True
"{1,2,3}",7,3331223,0,0,False,-3,True
"{1,2,3}",7,3331231,0,0,False,-3,True
"{1,2,3}",7,3331232,0,0,False,-3,True
"{1,2,3}",7,3331233,0,0,False,-4,True
"{1,2,3}",7,3331311,0,0,False,-3,True
"{1,2,3}",7,3331312,0,0,False,-3,True
"{1,2,3}",7,3331313,0,0,False,-3,True
"{1,2,3}",7,3331321,0,0,False,-3,True
"{1,2,3}",7,3331322,0,0,False,-3,True
"{1,2,3}",7,3331323,0,0,False,-4,True
"{1,2,3}",7,3331331,0,0,False,-4,True
"{1,2,3}",7,3331332,0,0,False,-4,True
"{1,2,3}",7,3331333,0,0,False,-5,True
"{1,2,3}",7,3332111,0,0,False,-3,True
"{1,2,3}",7,3332112,0,0,False,-3,True
"{1,2,3}",7,3332113,0,0,False,-3,True
"{1,2,3}",7,3332121,0,0,False,-3,True
"{1,2,3}",7,3332122,0,0,False,-3,True
"{1,2,3}",7,3332123,0,0,False,-3,True
"{1,2,3}",7,3332131,0,0,False,-3,True
"{1,2,3}",7,3332132,0,0,False,-3,True
"{1,2,3}",7,3332133,0,0,False,-4,True
"{1,2,3}",7,3332211,0,0,False,-3,True
"{1,2,3}",7,3332212,0,0,False,-3,True
"{1,2,3}",7,3332213,0,0,False,-3,True
"{1,2,3}",7,3332221,0,0,False,-3,True
"{1,2,3}",7,3332222,0,0,False,-3,True
"{1,2,3}",7,3332223,0,0,False,-4,True
"{1,2,3}",7,3332231,0,0,False,-4,True
"{1,2,3}",7,3332232,0,0,False,-4,True
"{1,2,3}",7,3332233,0,0,False,-5,True
"{1,2,3}",7,3332311,0,0,False,-4,True
"{1,2,3}",7,3332312,0,0,False,-4,True
"{1,2,3}",7,3332313,0,0,False,-4,True
"{1,2,3}",7,3332321,0,0,False,-4,True
"{1,2,3}",7,3332322,0,0,False,-4,True
"{1,2,3}",7,3332323,0,0,False,-5,True
"{1,2,3}",7,3332331,0,0,False,-5,True
"{1,2,3}",7,3332332,0,0,False,-5,True
"{1,2,3}",7,3332333,0,0,False,-6,True
"{1,2,3}",7,3333111,0,0,False,-4,True
"{1,2,3}",7,3333112,0,0,False,-4,True
"{1,2,3}",7,3333113,0,0,False,-4,True
"{1,2,3}",7,3333121,0,0,False,-4,True
"{1,2,3}",7,3333122,0,0,False,-4,True
"{1,2,3}",7,3333123,0,0,False,-4,True
"{1,2,3}",7,3333131,0,0,False,-4,True
"{1,2,3}",7,3333132,0,0,False,-4,True
"{1,2,3}",7,3333133,0,0,False,-5,True
"{1,2,3}",7,3333211,0,0,False,-4,True
"{1,2,3}",7,3333212,0,0,False,-4,True
"{1,2,3}",7,3333213,0,0,False,-4,True
"{1,2,3}",7,3333221,0,0,False,-4,True
"{1,2,3}",7,3333222,0,0,False,-4,True
"{1,2,3}",7,3333223,0,0,False,-5,True
"{1,2,3}",7,3333231,0,0,False,-5,True
"{1,2,3}",7,3333232,0,0,False,-5,True
"{1,2,3}",7,3333233,0,0,False,-6,True
"{1,2,3}",7,3333311,0,0,False,-5,True
"{1,2,3}",7,3333312,0,0,False,-5,True
"{1,2,3}",7,3333313,0,0,False,-5,True
"{1,2,3}",7,3333321,0,0,False,-5,True
"{1,2,3}",7,3333322,0,0,False,-5,True
"{1,2,3}",7,3333323,0,0,False,-6,True
"{1,2,3}",7,3333331,0,0,False,-6,True
"{1,2,3}",7,3333332,0,0,False,-6,True
"{1,2,3}",7,3333333,0,0,False,-7,True
"{0,1,2,3}",2,23,0,0,False,-1,True
"{0,1,2,3}",2,30,1,1,False,-1,True
"{0,1,2,3}",2,31,0,0,False,-1,True
"{0,1,2,3}",2,32,0,0,False,-1,True
"{0,1,2,3}",2,33,0,0,False,-2,True
"{0,1,2,3}",3,133,1,1,False,-1,True
"{0,1,2,3}",3,223,0,0,False,-1,True
"{0,1,2,3}",3,230,1,1,False,-1,True
"{0,1,2,3}",3,231,0,0,False,-1,True
"{0,1,2,3}",3,232,0,0,False,-1,True
"{0,1,2,3}",3,233,0,0,False,-2,True
"{0,1,2,3}",3,300,3,3,False,-1,True
"{0,1,2,3}",3,301,2,2,False,-1,True
"{0,1,2,3}",3,302,1,1,False,-1,True
"{0,1,2,3}",3,303,1,1,False,-1,True
"{0,1,2,3}",3,310,2,2,False,-1,True
"{0,1,2,3}",3,311,1,1,False,-1,True
"{0,1,2,3}",3,312,0,0,False,-1,True
"{0,1,2,3}",3,313,0,0,False,-1,True
"{0,1,2,3}",3,320,1,1,False,-1,True
"{0,1,2,3}",3,321,0,0,False,-1,True
"{0,1,2,3}",3,322,0,0,False,-1,True
"{0,1,2,3}",3,323,0,0,False,-2,True
"{0,1,2,3}",3,330,0,0,False,-2,True
"{0,1,2,3}",3,331,0,0,False,-2,True
"{0,1,2,3}",3,332,0,0,False,-2,True
"{0,1,2,3}",3,333,0,0,False,-3,True
"{0,1,2,3}",4,0333,2,2,False,-1,True
"{0,1,2,3}",4,1233,1,1,False,-1,True
"{0,1,2,3}",4,1323,1,1,False,-1,True
"{0,1,2,3}",4,1330,1,1,False,-1,True
"{0,1,2,3}",4,1331,1,1,False,-1,True
"{0,1,2,3}",4,1332,1,1,False,-1,True
"{0,1,2,3}",4,1333,1,1,False,-2,True
"{0,1,2,3}",4,2133,1,1,False,-1,True
"{0,1,2,3}",4,2223,0,0,False,-1,True
"{0,1,2,3}",4,2230,1,1,False,-1,True
"{0,1,2,3}",4,2231,0,0,False,-1,True
"{0,1,2,3}",4,2232,0,0,False,-1,True
"{0,1,2,3}",4,2233,0,0,False,-2,True
"{0,1,2,3}",4,2300,3,3,False,-1,True
"{0,1,2,3}",4,2301,2,2,False,-1,True
"{0,1,2,3}",4,2302,1,1,False,-1,True
"{0,1,2,3}",4,2303,1,1,False,-1,True
"{0,1,2,3}",4,2310,2,2,False,-1,True
"{0,1,2,3}",4,2311,1,1,False,-1,True
"{0,1,2,3}",4,2312,0,0,False,-1,True
"{0,1,2,3}",4,2313,0,0,False,-1,True
"{0,1,2,3}",4,2320,1,1,False,-1,True
"{0,1,2,3}",4,2321,0,0,False,-1,True
"{0,1,2,3}",4,2322,0,0,False,-1,True
"{0,1,2,3}",4,2323,0,0,False,-2,True
"{0,1,2,3}",4,2330,0,0,False,-2,True
"{0,1,2,3}",4,2331,0,0,False,-2,True
"{0,1,2,3}",4,2332,0,0,False,-2,True
"{0,1,2,3}",4,2333,0,0,False,-3,True
"{0,1,2,3}",4,3000,5,5,False,-1,True
"{0,1,2,3}",4,3001,4,4,False,-1,True
"{0,1,2,3}",4,3002,3,3,False,-1,True
"{0,1,2,3}",4,3003,3,3,False,-1,True
"{0,1,2,3}",4,3010,4,4,False,-1,True
"{0,1,2,3}",4,3011,3,3,False,-1,True
"{0,1,2,3}",4,3012,2,2,False,-1,True
"{0,1,2,3}",4,3013,2,2,False,-1,True
"{0,1,2,3}",4,3020,3,3,False,-1,True
"{0,1,2,3}",4,3021,2,2,False,-1,True
"{0,1,2,3}",4,3022,1,1,False,-1,True
"{0,1,2,3}",4,3023,1,1,False,-1,True
"{0,1,2,3}",4,3030,2,2,False,-1,True
"{0,1,2,3}",4,3031,1,1,False,-1,True
"{0,1,2,3}",4,3032,1,1,False,-1,True
"{0,1,2,3}",4,3033,1,1,False,-1,True
"{0,1,2,3}",4,3100,4,4,False,-1,True
"{0,1,2,3}",4,3101,3,3,False,-1,True
"{0,1,2,3}",4,3102,2,2,False,-1,True
"{0,1,2,3}",4,3103,2,2,False,-1,True
"{0,1,2,3}",4,3110,3,3,False,-1,True
"{0,1,2,3}",4,3111,2,2,False,-1,True
"{0,1,2,3}",4,3112,1,1,False,-1,True
"{0,1,2,3}",4,3113,1,1,False,-1,True
"{0,1,2,3}",4,3120,2,2,False,-1,True
"{0,1,2,3}",4,3121,1,1,False,-1,True
"{0,1,2,3}",4,3122,0,0,False,-1,True
"{0,1,2,3}",4,3123,0,0,False,-1,True
"{0,1,2,3}",4,3130,1,1,False,-1,True
"{0,1,2,3}",4,3131,0,0,False,-1,True
"{0,1,2,3}",4,3132,0,0,False,-1,True
"{0,1,2,3}",4,3133,0,0,False,-2,True
"{0,1,2,3}",4,3200,3,3,False,-1,True
"{0,1,2,3}",4,3201,2,2,False,-1,True
"{0,1,2,3}",4,3202,1,1,False,-1,True
"{0,1,2,3}",4,3203,1,1,False,-1,True
"{0,1,2,3}",4,3210,2,2,False,-1,True
"{0,1,2,3}",4,3211,1,1,False,-1,True
"{0,1,2,3}",4,3212,0,0,False,-1,True
"{0,1,2,3}",4,3213,0,0,False,-1,True
"{0,1,2,3}",4,3220,1,1,False,-1,True
"{0,1,2,3}",4,3221,0,0,False,-1,True
"{0,1,2,3}",4,3222,0,0,False,-1,True
"{0,1,2,3}",4,3223,0,0,False,-2,True
"{0,1,2,3}",4,3230,0,0,False,-2,True
"{0,1,2,3}",4,3231,0,0,False,-2,True
"{0,1,2,3}",4,3232,0,0,False,-2,True
"{0,1,2,3}",4,3233,0,0,False,-3,True
"{0,1,2,3}",4,3300,2,2,False,-2,True
"{0,1,2,3}",4,3301,1,1,False,-2,True
"{0,1,2,3}",4,3302,0,0,False,-2,True
"{0,1,2,3}",4,3303,0,0,False,-2,True
"{0,1,2,3}",4,3310,1,1,False,-2,True
"{0,1,2,3}",4,3311,0,0,False,-2,True
"{0,1,2,3}",4,3312,0,0,False,-2,True
"{0,1,2,3}",4,3313,0,0,False,-2,True
"{0,1,2,3}",4,3320,0,0,False,-2,True
"{0,1,2,3}",4,3321,0,0,False,-2,True
"{0,1,2,3}",4,3322,0,0,False,-2,True
"{0,1,2,3}",4,3323,0,0,False,-3,True
"{0,1,2,3}",4,3330,0,0,False,-3,True
"{0,1,2,3}",4,3331,0,0,False,-3,True
"{0,1,2,3}",4,3332,0,0,False,-3,True
"{0,1,2,3}",4,3333,0,0,False,-4,True
"{0,1,2,3}",5,02333,2,2,False,-1,True
"{0,1,2,3}",5,03233,2,2,False,-1,True
"{0,1,2,3}",5,03323,2,2,False,-1,True
"{0,1,2,3}",5,03330,2,2,False,-1,True
"{0,1,2,3}",5,03331,2,2,False,-1,True
"{0,1,2,3}",5,03332,2,2,False,-1,True
"{0,1,2,3}",5,03333,2,2,False,-2,True
"{0,1,2,3}",5,11333,2,2,False,-1,True
"{0,1,2,3}",5,12233,1,1,False,-1,True
"{0,1,2,3}",5,12323,1,1,False,-1,True
"{0,1,2,3}",5,12330,1,1,False,-1,True
"{0,1,2,3}",5,12331,1,1,False,-1,True
"{0,1,2,3}",5,12332,1,1,False,-1,True
"{0,1,2,3}",5,12333,1,1,False,-2,True
"{0,1,2,3}",5,13133,1,1,False,-1,True
"{0,1,2,3}",5,13223,1,1,False,-1,True
"{0,1,2,3}",5,13230,1,1,False,-1,True
"{0,1,2,3}",5,13231,1,1,False,-1,True
"{0,1,2,3}",5,13232,1,1,False,-1,True
"{0,1,2,3}",5,13233,1,1,False,-2,True
"{0,1,2,3}",5,13300,3,3,False,-1,True
"{0,1,2,3}",5,13301,2,2,False,-1,True
"{0,1,2,3}",5,13302,1,1,False,-1,True
"{0,1,2,3}",5,13303,1,1,False,-1,True
"{0,1,2,3}",5,13310,2,2,False,-1,True
"{0,1,2,3}",5,13311,1,1,False,-1,True
"{0,1,2,3}",5,13312,1,1,False,-1,True
"{0,1,2,3}",5,13313,1,1,False,-1,True
"{0,1,2,3}",5,13320,1,1,False,-1,True
"{0,1,2,3}",5,13321,1,1,False,-1,True
"{0,1,2,3}",5,13322,1,1,False,-1,True
"{0,1,2,3}",5,13323,1,1,False,-2,True
"{0,1,2,3}",5,13330,1,1,False,-2,True
"{0,1,2,3}",5,13331,1,1,False,-2,True
"{0,1,2,3}",5,13332,1,1,False,-2,True
"{0,1,2,3}",5,13333,1,1,False,-3,True
"{0,1,2,3}",5,20333,2,2,False,-1,True
"{0,1,2,3}",5,21233,1,1,False,-1,True
"{0,1,2,3}",5,21323,1,1,False,-1,True
"{0,1,2,3}",5,21330,1,1,False,-1,True
"{0,1,2,3}",5,21331,1,1,False,-1,True
"{0,1,2,3}",5,21332,1,1,False,-1,True
"{0,1,2,3}",5,21333,1,1,False,-2,True
"{0,1,2,3}",5,22133,1,1,False,-1,True
"{0,1,2,3}",5,22223,0,0,False,-1,True
"{0,1,2,3}",5,22230,1,1,False,-1,True
"{0,1,2,3}",5,22231,0,0,False,-1,True
"{0,1,2,3}",5,22232,0,0,False,-1,True
"{0,1,2,3}",5,22233,0,0,False,-2,True
"{0,1,2,3}",5,22300,3,3,False,-1,True
"{0,1,2,3}",5,22301,2,2,False,-1,True
"{0,1,2,3}",5,22302,1,1,False,-1,True
"{0,1,2,3}",5,22303,1,1,False,-1,True
"{0,1,2,3}",5,22310,2,2,False,-1,True
"{0,1,2,3}",5,22311,1,1,False,-1,True
"{0,1,2,3}",5,22312,0,0,False,-1,True
"{0,1,2,3}",5,22313,0,0,False,-1,True
"{0,1,2,3}",5,22320,1,1,False,-1,True
"{0,1,2,3}",5,22321,0,0,False,-1,True
"{0,1,2,3}",5,22322,0,0,False,-1,True
"{0,1,2,3}",5,22323,0,0,False,-2,True
"{0,1,2,3}",5,22330,0,0,False,-2,True
"{0,1,2,3}",5,22331,0,0,False,-2,True
"{0,1,2,3}",5,22332,0,0,False,-2,True
"{0,1,2,3}",5,22333,0,0,False,-3,True
"{0,1,2,3}",5,23000,5,5,False,-1,True
"{0,1,2,3}",5,23001,4,4,False,-1,True
"{0,1,2,3}",5,23002,3,3,False,-1,True
"{0,1,2,3}",5,23003,3,3,False,-1,True
"{0,1,2,3}",5,23010,4,4,False,-1,True
"{0,1,2,3}",5,23011,3,3,False,-1,True
"{0,1,2,3}",5,23012,2,2,False,-1,True
"{0,1,2,3}",5,23013,2,2,False,-1,True
"{0,1,2,3}",5,23020,3,3,False,-1,True
"{0,1,2,3}",5,23021,2,2,False,-1,True
"{0,1,2,3}",5,23022,1,1,False,-1,True
"{0,1,2,3}",5,23023,1,1,False,-1,True
"{0,1,2,3}",5,23030,2,2,False,-1,True
"{0,1,2,3}",5,23031,1,1,False,-1,True
"{0,1,2,3}",5,23032,1,1,False,-1,True
"{0,1,2,3}",5,23033,1,1,False,-1,True
"{0,1,2,3}",5,23100,4,4,False,-1,True
"{0,1,2,3}",5,23101,3,3,False,-1,True
"{0,1,2,3}",5,23102,2,2,False,-1,True
"{0,1,2,3}",5,23103,2,2,False,-1,True
"{0,1,2,3}",5,23110,3,3,False,-1,True
"{0,1,2,3}",5,23111,2,2,False,-1,True
"{0,1,2,3}",5,23112,1,1,False,-1,True
"{0,1,2,3}",5,23113,1,1,False,-1,True
"{0,1,2,3}",5,23120,2,2,False,-1,True
"{0,1,2,3}",5,23121,1,1,False,-1,True
"{0,1,2,3}",5,23122,0,0,False,-1,True
"{0,1,2,3}",5,23123,0,0,False,-1,True
"{0,1,2,3}",5,23130,1,1,False,-1,True
"{0,1,2,3}",5,23131,0,0,False,-1,True
"{0,1,2,3}",5,23132,0,0,False,-1,True
"{0,1,2,3}",5,23133,0,0,False,-2,True
"{0,1,2,3}",5,23200,3,3,False,-1,True
"{0,1,2,3}",5,23201,2,2,False,-1,True
"{0,1,2,3}",5,23202,1,1,False,-1,True
"{0,1,2,3}",5,23203,1,1,False,-1,True
"{0,1,2,3}",5,23210,2,2,False,-1,True
"{0,1,2,3}",5,23211,1,1,False,-1,True
"{0,1,2,3}",5,23212,0,0,False,-1,True
"{0,1,2,3}",5,23213,0,0,False,-1,True
"{0,1,2,3}",5,23220,1,1,False,-1,True
"{0,1,2,3}",5,23221,0,0,False,-1,True
"{0,1,2,3}",5,23222,0,0,False,-1,True
"{0,1,2,3}",5,23223,0,0,False,-2,True
"{0,1,2,3}",5,23230,0,0,False,-2,True
"{0,1,2,3}",5,23231,0,0,False,-2,True
"{0,1,2,3}",5,23232,0,0,False,-2,True
"{0,1,2,3}",5,23233,0,0,False,-3,True
"{0,1,2,3}",5,23300,2,2,False,-2,True
"{0,1,2,3}",5,23301,1,1,False,-2,True
"{0,1,2,3}",5,23302,0,0,False,-2,True
"{0,1,2,3}",5,23303,0,0,False,-2,True
"{0,1,2,3}",5,23310,1,1,False,-2,True
"{0,1,2,3}",5,23311,0,0,False,-2,True
"{0,1,2,3}",5,23312,0,0,False,-2,True
"{0,1,2,3}",5,23313,0,0,False,-2,True
"{0,1,2,3}",5,23320,0,0,False,-2,True
"{0,1,2,3}",5,23321,0,0,False,-2,True
"{0,1,2,3}",5,23322,0,0,False,-2,True
"{0,1,2,3}",5,23323,0,0,False,-3,True
"{0,1,2,3}",5,23330,0,0,False,-3,True
"{0,1,2,3}",5,23331,0,0,False,-3,True
"{0,1,2,3}",5,23332,0,0,False,-3,True
"{0,1,2,3}",5,23333,0,0,False,-4,True
"{0,1,2,3}",5,30000,7,7,False,-1,True
"{0,1,2,3}",5,30001,6,6,False,-1,True
"{0,1,2,3}",5,30002,5,5,False,-1,True
"{0,1,2,3}",5,30003,5,5,False,-1,True
"{0,1,2,3}",5,30010,6,6,False,-1,True
"{0,1,2,3}",5,30011,5,5,False,-1,True
"{0,1,2,3}",5,30012,4,4,False,-1,True
"{0,1,2,3}",5,30013,4,4,False,-1,True
"{0,1,2,3}",5,30020,5,5,False,-1,True
"{0,1,2,3}",5,30021,4,4,False,-1,True
"{0,1,2,3}",5,30022,3,3,False,-1,True
"{0,1,2,3}",5,30023,3,3,False,-1,True
"{0,1,2,3}",5,30030,4,4,False,-1,True
"{0,1,2,3}",5,30031,3,3,False,-1,True
"{0,1,2,3}",5,30032,3,3,False,-1,True
"{0,1,2,3}",5,30033,3,3,False,-1,True
"{0,1,2,3}",5,30100,6,6,False,-1,True
"{0,1,2,3}",5,30101,5,5,False,-1,True
"{0,1,2,3}",5,30102,4,4,False,-1,True
"{0,1,2,3}",5,30103,4,4,False,-1,True
"{0,1,2,3}",5,30110,5,5,False,-1,True
"{0,1,2,3}",5,30111,4,4,False,-1,True
"{0,1,2,3}",5,30112,3,3,False,-1,True
"{0,1,2,3}",5,30113,3,3,False,-1,True
"{0,1,2,3}",5,30120,4,4,False,-1,True
"{0,1,2,3}",5,30121,3,3,False,-1,True
"{0,1,2,3}",5,30122,2,2,False,-1,True
"{0,1,2,3}",5,30123,2,2,False,-1,True
"{0,1,2,3}",5,30130,3,3,False,-1,True
"{0,1,2,3}",5,30131,2,2,False,-1,True
"{0,1,2,3}",5,30132,2,2,False,-1,True
"{0,1,2,3}",5,30133,2,2,False,-1,True
"{0,1,2,3}",5,30200,5,5,False,-1,True
"{0,1,2,3}",5,30201,4,4,False,-1,True
"{0,1,2,3}",5,30202,3,3,False,-1,True
"{0,1,2,3}",5,30203,3,3,False,-1,True
"{0,1,2,3}",5,30210,4,4,False,-1,True
"{0,1,2,3}",5,30211,3,3,False,-1,True
"{0,1,2,3}",5,30212,2,2,False,-1,True
"{0,1,2,3}",5,30213,2,2,False,-1,True
"{0,1,2,3}",5,30220,3,3,False,-1,True
"{0,1,2,3}",5,30221,2,2,False,-1,True
"{0,1,2,3}",5,30222,1,1,False,-1,True
"{0,1,2,3}",5,30223,1,1,False,-1,True
"{0,1,2,3}",5,30230,2,2,False,-1,True
"{0,1,2,3}",5,30231,1,1,False,-1,True
"{0,1,2,3}",5,30232,1,1,False,-1,True
"{0,1,2,3}",5,30233,1,1,False,-1,True
"{0,1,2,3}",5,30300,4,4,False,-1,True
"{0,1,2,3}",5,30301,3,3,False,-1,True
"{0,1,2,3}",5,30302,2,2,False,-1,True
"{0,1,2,3}",5,30303,2,2,False,-1,True
"{0,1,2,3}",5,30310,3,3,False,-1,True
"{0,1,2,3}",5,30311,2,2,False,-1,True
"{0,1,2,3}",5,30312,1,1,False,-1,True
"{0,1,2,3}",5,30313,1,1,False,-1,True
"{0,1,2,3}",5,30320,2,2,False,-1,True
"{0,1,2,3}",5,30321,1,1,False,-1,True
"{0,1,2,3}",5,30322,1,1,False,-1,True
"{0,1,2,3}",5,30323,1,1,False,-1,True
"{0,1,2,3}",5,30330,1,1,False,-1,True
"{0,1,2,3}",5,30331,1,1,False,-1,True
"{0,1,2,3}",5,30332,1,1,False,-1,True
"{0,1,2,3}",5,30333,1,1,False,-2,True
"{0,1,2,3}",5,31000,6,6,False,-1,True
"{0,1,2,3}",5,31001,5,5,False,-1,True
"{0,1,2,3}",5,31002,4,4,False,-1,True
"{0,1,2,3}",5,31003,4,4,False,-1,True
"{0,1,2,3}",5,31010,5,5,False,-1,True
"{0,1,2,3}",5,31011,4,4,False,-1,True
"{0,1,2,3}",5,31012,3,3,False,-1,True
"{0,1,2,3}",5,31013,3,3,False,-1,True
"{0,1,2,3}",5,31020,4,4,False,-1,True
"{0,1,2,3}",5,31021,3,3,False,-1,True
"{0,1,2,3}",5,31022,2,2,False,-1,True
"{0,1,2,3}",5,31023,2,2,False,-1,True
"{0,1,2,3}",5,31030,3,3,False,-1,True
"{0,1,2,3}",5,31031,2,2,False,-1,True
"{0,1,2,3}",5,31032,2,2,False,-1,True
"{0,1,2,3}",5,31033,2,2,False,-1,True
"{0,1,2,3}",5,31100,5,5,False,-1,True
"{0,1,2,3}",5,31101,4,4,False,-1,True
"{0,1,2,3}",5,31102,3,3,False,-1,True
"{0,1,2,3}",5,31103,3,3,False,-1,True
"{0,1,2,3}",5,31110,4,4,False,-1,True
"{0,1,2,3}",5,31111,3,3,False,-1,True
"{0,1,2,3}",5,31112,2,2,False,-1,True
"{0,1,2,3}",5,31113,2,2,False,-1,True
"{0,1,2,3}",5,31120,3,3,False,-1,True
"{0,1,2,3}",5,31121,2,2,False,-1,True
